,attachments,author_id,conversation_id,created_at,edit_history_tweet_ids,id,in_reply_to_user_id,text,origen
85,,1203392606656487424,1591041671713947650,2022-11-11 12:14:29+00:00,['1591041671713947650'],1591041671713947650,,"https://t.co/G3iNRJ1gUS Los PoliBrujas, cortos para narrar el abuso policial en Venezuela. SUSCRIBE para subir más contenido real
#Venezuela #11Nov #Lluvias #Gasolina #Corpoelec #Dolar #Agua #IVSS #CICPC #Video #Anime #Politica #Corruption Plan Vuelta a La Patria Jorge Rodríguez",dolar
86,,123879040,1591041149644734465,2022-11-11 12:12:24+00:00,['1591041149644734465'],1591041149644734465,,"URUGUAY #cotización promedio 11-11-22 en pesos uruguayos: 
💵 #Dolar $41.30 
💶 #Euro $42.64 
#Real $9.04 
https://t.co/hm6gF8pofq",dolar
87,{'media_keys': ['3_1591041130308714497']},1120075057,1591041132078985219,2022-11-11 12:12:20+00:00,['1591041132078985219'],1591041132078985219,,"#Nubox | Indicadores Económicos diarios correspondiente al 11 de noviembre 2022 by @bcentralchile. 

Toma nota ✍️

#UF #dólar #euro #pymes #bancocentral https://t.co/GdIMaKzgaF",dolar
88,,173963390,1591039581972926464,2022-11-11 12:06:11+00:00,['1591039581972926464'],1591039581972926464,,"No se si taaaaan obvio, pero esperable. Un fortalecimiento global del #dolar solo traccionado por diferencial de #tasas, si se espera que la #FED modere sus movimientos alcistas dado el último dato de #inflación, se desarman posiciones. https://t.co/8gKtvkry0k",dolar
89,,1362796718,1591038645728907264,2022-11-11 12:02:27+00:00,['1591038645728907264'],1591038645728907264,,"""Quiénes son los expertos que preparan los planes de gobierno de Juntos por el Cambio - infobae"" | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/nnoqn7lEHW",dolar
90,,1362796718,1591038644613439489,2022-11-11 12:02:27+00:00,['1591038644613439489'],1591038644613439489,,"""Rusia lo hizo: Europeos vienen por el gas de Vaca Muerta - Urgente 24"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/8vl7LcxB4e",dolar
91,,1362796718,1591038643413688322,2022-11-11 12:02:27+00:00,['1591038643413688322'],1591038643413688322,,"""Wall Street voló por un índice y aquí el canje llegó al 61% - El Economista"" | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/QMDvr3jnsQ",dolar
92,,1362796718,1591038642281238529,2022-11-11 12:02:27+00:00,['1591038642281238529'],1591038642281238529,,"""La nueva Toyota Hilux Conquest se vende en Mendoza con este precio - Sitio Andino"" | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/tZYA3R7cWS",dolar
93,,1362796718,1591038641127976960,2022-11-11 12:02:26+00:00,['1591038641127976960'],1591038641127976960,,"""De la mano de los usados, crecen los préstamos prendarios - Diario Río Negro"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/tS7XNkJdH4",dolar
94,,1362796718,1591038639756410880,2022-11-11 12:02:26+00:00,['1591038639756410880'],1591038639756410880,,"""Datos personales: detalles del innovador y polémico proyecto que presentó el Gobierno - El Cronista"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/OiPrnroGYN",dolar
95,,1362796718,1591038638502326273,2022-11-11 12:02:26+00:00,['1591038638502326273'],1591038638502326273,,"""Argentina propone una mujer como candidata para el BID - Diario El Dia"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/7zamlsqYAN",dolar
96,,1362796718,1591038637273219076,2022-11-11 12:02:25+00:00,['1591038637273219076'],1591038637273219076,,"""DÓLAR: por qué el mercado prevé una mayor devaluación del peso - https://t.co/4mws9rrWQk"" | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/tNy39wat0X",dolar
97,,1362796718,1591038636220358659,2022-11-11 12:02:25+00:00,['1591038636220358659'],1591038636220358659,,"""Inflación: Sergio Massa lanza el nuevo acuerdo de precios y los empresarios esperan que se liberen dólares pa... | #DolarBlue #Dolar https://t.co/4LoDcLS5p1 https://t.co/G5DlhCmi3r",dolar
98,,1362796718,1591038634937188352,2022-11-11 12:02:25+00:00,['1591038634937188352'],1591038634937188352,,"""Todos los detalles de Precios Justos, el nuevo programa de congelamiento que promovió Sergio Massa - Vía País"" | #DolarBlue #Dolar https://t.co/4LoDcLSDez https://t.co/1VNCTMW4L0",dolar
99,{'media_keys': ['3_1591038596001284096']},1381776255243145226,1591038600052969472,2022-11-11 12:02:16+00:00,['1591038600052969472'],1591038600052969472,,"Un #país reconoce a los #NFT como propiedad tras una #demanda #comercial

https://t.co/eOAkphWy9l

#b2bfinances #finanzas #España #academia #noticias #bolsa #traiding #México #Venezuela #chile #panama #oro #stamp #etf #cursos #forex #Crypto #Colombia #dinero #dolar #euro #israel https://t.co/R1lZH0zbS4",dolar
